title,description,dept,course_num,course_name,min_credits,max_credits,offered,grading,note,course_abbrev
MATH-390 Independent Reading Course in Mathematics (1-6) opens a new window,MATH-390 Independent Reading Course in Mathematics (1-6) Grading: IP-eligible. Permission: instructor and department chair.  |,MATH,390,Independent Reading Course in Mathematics,1,6,,IP-eligible,,MATH-390
MATH-394 Community Service-Learning Project (1) opens a new window,MATH-394 Community Service-Learning Project (1) Grading: Pass/Fail only. Permission: instructor and Center for Leadership and Community Engagement. |,MATH,394,Community Service-Learning Project,1,1,,Pass/Fail only,,MATH-394
MATH-396 Selected Topics: Non-Recurring (1-6) opens a new window,MATH-396 Selected Topics: Non-Recurring (1-6) Topics vary by section. Repeatable for credit with different topic.  |,MATH,396,Selected Topics: Non-Recurring,1,6,,,,MATH-396
MATH-401 Probability (3) opens a new window," MATH-401 Probability (3)Algebra of sets; probability in discrete sample spaces; combinatorial analysis; random variables; binomial, Poisson, normal, and other distributions; and applications. Usually Offered: fall.Prerequisite/Concurrent: MATH-313 . | ",MATH,401,Probability,3,3,fall,,,MATH-401
MATH-403 Foundations of Mathematics (3) opens a new window," MATH-403 Foundations of Mathematics (3)An introduction to the proof-based methodology of advanced mathematics courses, with emphasis on the fundamentals of logic and set theory (truth-tables and quantifiers, Boolean operations, functions, relations, and cardinality); elementary number theory (mathematical induction and modular arithmetic), and structural properties of the fields of real and complex numbers.Crosslist: MATH-603 . Usually Offered: fall and spring. Prerequisite: MATH-222 .  | ",MATH,403,Foundations of Mathematics,3,3,fall and spring,,,MATH-403
MATH-404 Advanced Calculus of Several Variables (3) opens a new window," MATH-404 Advanced Calculus of Several Variables (3)Vector- functions of several variables, limits and continuity, differentials and tangent plane, implicit and inverse functions, line and surface integrals, gradient, divergent, curl, Stoke’s and Green’s theorems.Crosslist: MATH-604 . Usually Offered: alternate springs (odd years). Prerequisite: MATH-310 , MATH-313  and MATH-403 .  | ",MATH,404,Advanced Calculus of Several Variables,3,3,alternate springs (odd years),,,MATH-404
MATH-405 Mathematical Logic (3) opens a new window," MATH-405 Mathematical Logic (3)The mathematical study of the scope and limits of deductive reasoning with special attention to propositional and first order logic, leading to results concerning completeness, compactness, and the existence of decision procedures for various logical systems, culminating in the incompleteness theorems of Godel.Crosslist: MATH-605 . Usually Offered: alternate falls (even years). Prerequisite: MATH-403 .  | ",MATH,405,Mathematical Logic,3,3,alternate falls (even years),,,MATH-405
MATH-410 Geometry (3) opens a new window," MATH-410 Geometry (3)Euclidean and non-Euclidean (spherical, elliptic, and hyperbolic) geometries from axiomatic and analytic points of view. Includes isometrics, transformation groups, symmetry groups, quadratic forms, projective geometry, as well as some historical background.Crosslist: MATH-610 . Usually Offered: alternate falls (even years). Prerequisite: MATH-310 .  | ",MATH,410,Geometry,3,3,alternate falls (even years),,,MATH-410
MATH-412 Abstract Algebra (3) opens a new window," MATH-412 Abstract Algebra (3)An introduction to the study of abstract algebraic structures. Includes groups, subgroup, quotient groups, homomorphisms, rings, ideals, fields, and group actions and Sylow theory.Crosslist: MATH-612 . Usually Offered: fall. Prerequisite: MATH-403 .  | ",MATH,412,Abstract Algebra,3,3,fall,,,MATH-412
MATH-413 Rings and Fields (3) opens a new window," MATH-413 Rings and Fields (3)An advanced study of rings and fields with a focus on polynomials and their roots. Includes ring theory, factorization, polynomials, field theory, ruler and compass constructions, Galois theory, and solvability of polynomials. AU Core Integrative Requirement: Capstone. Crosslist: MATH-613 . Usually Offered: alternate springs (odd years). Prerequisite: MATH-412 .  | ",MATH,413,Rings and Fields,3,3,alternate springs (odd years),,,MATH-413
MATH-415 Number Theory (3) opens a new window," MATH-415 Number Theory (3)Divisibility, fundamental theorem of arithmetic, congruences, arithmetic functions, Diophantine equations, quadratic residues, sums of squares, and partitions.Crosslist: MATH-615 . Usually Offered: alternate falls (even years). Prerequisite: MATH-403 .  | ",MATH,415,Number Theory,3,3,alternate falls (even years),,,MATH-415
MATH-416 Cryptography (3) opens a new window,MATH-416 Cryptography (3)This course introduces fundamental mathematical ideas that are central to cryptography and related fields. The course covers how these ideas have been employed to create algorithms to encrypt information and analyzes the security and efficiency of these algorithms. The approach involves a blend of theoretical analysis and hands-on exploration and implementation.Crosslist: MATH-616 . Usually Offered: fall. Prerequisite: MATH-403 .  |,MATH,416,Cryptography,3,3,fall,,,MATH-416
MATH-420 Real Analysis (3) opens a new window," MATH-420 Real Analysis (3)This course develops the foundations of mathematical analysis by focusing on the real numbers as a complete ordered field, infinite sequences and series, limits and continuity, and key theorems of the differential and integral calculus.Crosslist: MATH-620 . Usually Offered: fall. Prerequisite: MATH-403 .  | ",MATH,420,Real Analysis,3,3,fall,,,MATH-420
MATH-421 Measure Theory and Integration (3) opens a new window," MATH-421 Measure Theory and Integration (3)This course presents the fundamental concepts and techniques of measure theory. It includes Borel sets, measures, measurable sets and functions, integrals as measures, Lp spaces, modes of convergence, and decomposition and generation of measures (including product measure). AU Core Integrative Requirement: Capstone. Crosslist: MATH-621 . Usually Offered: alternate springs (even years). Prerequisite: MATH-403  and MATH-420 .  | ",MATH,421,Measure Theory and Integration,3,3,alternate springs (even years),,,MATH-421
MATH-427 Scientific Programming with Python (3) opens a new window," MATH-427 Scientific Programming with Python (3)Sound quantitative approaches to scientific problems tend to require both programming skills and mathematical knowledge. This course examines the entire process of problem solving from analyzing a practical problem to producing well-structured and well-commented code. It emphasizes development of programming skills for mathematical and statistical problems using Python with NumPy, rSciPy, and R. Includes multiarrays, matrices (not assuming knowledge of linear algebra), numerical methods, maximum likelihood, Bayesian methods, Bootstrap methods, and plotting.Prerequisite: CSC-148  and MATH-221 .  | ",MATH,427,Scientific Programming with Python,3,3,,,,MATH-427
MATH-428 Competitive Mathematics (1) opens a new window," MATH-428 Competitive Mathematics (1)This course prepares students for competitions in mathematics, in particular the William Lowell Putnam Mathematics Competition. The class studies how to approach problems that may at first appear impossible. Students become familiar with techniques from diverse areas of mathematics to attack these problems. Usually Offered: fall. Prerequisite: MATH-222 .  | ",MATH,428,Competitive Mathematics,1,1,fall,,,MATH-428
MATH-431 Information Theory (3) opens a new window," MATH-431 Information Theory (3)The processing, storage, and communication of information, addressing two fundamental questions in the communication and storage of information, namely what are the limits on information compression (the entropy) and what is the best rate of information (the channel capacity). This course develops the mathematical foundations of information theory, including entropy and mutual information, partitioning and equipartitioning, data representation and compression, channel capacity, and dealing with distortion and noise.Crosslist: MATH-631 . Usually Offered: fall. Prerequisite: CSC-148  and MATH-403 .  | ",MATH,431,Information Theory,3,3,fall,,,MATH-431
MATH-440 Topology (3) opens a new window," MATH-440 Topology (3)Topological spaces, continuity, compactness, connectedness, and metric spaces.Crosslist: MATH-640 . Usually Offered: alternate falls (odd years). Prerequisite: MATH-403 .  | ",MATH,440,Topology,3,3,alternate falls (odd years),,,MATH-440
MATH-450 Complex Analysis (3) opens a new window," MATH-450 Complex Analysis (3)Complex functions, Cauchy’s theorem and integral formulae, Taylor and Laurent series, residue calculus and contour integration, and conformal mapping.Crosslist: MATH-650 . Usually Offered: spring. Prerequisite: MATH-313  and MATH-403 .  | ",MATH,450,Complex Analysis,3,3,spring,,,MATH-450
MATH-451 Partial Differential Equations (3) opens a new window," MATH-451 Partial Differential Equations (3)Fourier series, orthonormal systems, wave equation, vibrating strings and membranes, heat equation, Laplace’s equation, harmonic and Green functions.Crosslist: MATH-651 . Usually Offered: alternate springs (odd years). Prerequisite: MATH-321 .  | ",MATH,451,Partial Differential Equations,3,3,alternate springs (odd years),,,MATH-451
MATH-460 Tools of Scientific Computing (3) opens a new window," MATH-460 Tools of Scientific Computing (3)Designed to teach scientific rigor in the use of computers and/or computational tools. Techniques from mathematics are introduced which lead to efficient algorithm design, algorithm analysis, data classification, data manipulation, and scientific computation. Includes data types, induction, recursion, sorting, searching, summation, optimization, asymptotic analysis, basic number theory, discrete probability, and parallel computing.Crosslist: CSC-460 . Usually Offered: fall. Prerequisite: CSC-148 , MATH-221 , and MATH-222 .  | ",MATH,460,Tools of Scientific Computing,3,3,fall,,,MATH-460
MATH-461 Harmonic Analysis (3) opens a new window," MATH-461 Harmonic Analysis (3)Harmonic analysis on the circle, the real line, and on groups. The main concepts are periodic functions, Fourier series, Fourier transform and spherical harmonics. The course includes a brief account of the necessary ingredients from the theory of the Lebesgue integral. AU Core Integrative Requirement: Capstone. Crosslist: MATH-661 . Usually Offered: alternate springs (even years). Prerequisite: MATH-403  or MATH-450 .  | ",MATH,461,Harmonic Analysis,3,3,alternate springs (even years),,,MATH-461
MATH-465 Numerical Analysis: Basic Problems (3) opens a new window," MATH-465 Numerical Analysis: Basic Problems (3)Computer arithmetic and error analysis in computation, matrix decomposition methods in solving systems of linear equations and linear least squares problems, polynomial approximation and polynomial data fitting, iterative algorithms for solving nonlinear equations, and numerical differentiation and integration. AU Core Integrative Requirement: Capstone. Crosslist: MATH-665 . Usually Offered: alternate falls (even years). Prerequisite: CSC-148 , MATH-222 , and MATH-310 .  | ",MATH,465,Numerical Analysis: Basic Problems,3,3,alternate falls (even years),,,MATH-465
MATH-470 History of Mathematics (3) opens a new window," MATH-470 History of Mathematics (3)From clay tablets to artificial intelligence, explore developments in the history of mathematics around the world and through the ages. This course surveys the lives of the creators and the results of their eureka moments and long struggles for enlightenment. Through readings, examination of written and visual materials, discussion, and written assignments, students broaden and enrich their understanding of mathematics as a science, an art, and an essential part of culture, and analyze how history has shaped modern mathematical knowledge and practice. Students hone writing and information literacy skills through a variety of written assignments, culminating in a research project on a topic of their choice. AU Core Integrative Requirement: Written Communication and Information Literacy II and Diversity and Equity. Crosslist: MATH-670.   Usually Offered: alternate springs (even years). Prerequisite: MATH-222  and completion of Written Communication and Information Literacy I  requirement.  | ",MATH,470,History of Mathematics,3,3,alternate springs (even years),,,MATH-470
MATH-480 Advanced Topics in Mathematics (3) opens a new window,MATH-480 Advanced Topics in Mathematics (3) Topics vary by section. Intensive courses in a specialized area of mathematics.Crosslist: MATH-680 .Repeatable for credit with different topic.  |,MATH,480,Advanced Topics in Mathematics,3,3,,,,MATH-480
MATH-490 Independent Study Project in Mathematics (1-6) opens a new window,MATH-490 Independent Study Project in Mathematics (1-6) Grading: IP-eligible. Permission: instructor and department chair.  |,MATH,490,Independent Study Project in Mathematics,1,6,,IP-eligible,,MATH-490
MATH-491 Internship (1-6) opens a new window,MATH-491 Internship (1-6) Grading: IP-eligible. Permission: instructor and department chair.  |,MATH,491,Internship,1,6,,IP-eligible,,MATH-491
MATH-494 Community Service-Learning Project (1) opens a new window,MATH-494 Community Service-Learning Project (1) Grading: Pass/Fail only. Permission: instructor and Center for Leadership and Community Engagement. |,MATH,494,Community Service-Learning Project,1,1,,Pass/Fail only,,MATH-494
MATH-496 Selected Topics: Non-Recurring (1-6) opens a new window,MATH-496 Selected Topics: Non-Recurring (1-6) Topics vary by section. Repeatable for credit with different topic.  |,MATH,496,Selected Topics: Non-Recurring,1,6,,,,MATH-496
MGMT-196 Selected Topics: Non-Recurring (1-6) opens a new window,MGMT-196 Selected Topics: Non-Recurring (1-6) Topics vary by section. Repeatable for credit with different topic.  |,MGMT,196,Selected Topics: Non-Recurring,1,6,,,,MGMT-196
MGMT-201 Global Corporate Citizenship (3) opens a new window," MGMT-201 Global Corporate Citizenship (3)Understanding the complexity of the business environment requires an understanding of business as a citizen. Certainly a good business citizen obeys the law, but is that sufficient? Good business citizenship also requires participation in the social order and accepting and perpetuating common values. This course prepares students to be managers and leaders of businesses that practice good citizenship in the global economy.  | ",MGMT,201,Global Corporate Citizenship,3,3,,,,MGMT-201
MGMT-203 The Legal Environment of Business (3) opens a new window," MGMT-203 The Legal Environment of Business (3)Effective organizational management and decision making requires a basic understanding of the relationship between the private and public and sectors. This course serves as a broad overview of the interaction between business and law in the United States and in international societies. The course provides a framework for this study by focusing on three distinct areas. First, students learn about basic legal theory and judicial process. Next, students study the fundamental underpinnings of the business law such as contracts, torts, property, etc. Finally, students focus on the regulatory environment of business and critical topics such as Internet law, consumer protection, securities regulation, and environmental protection. The course prepares students to spot U.S. and international legal issues in a global business context.  | ",MGMT,203,The Legal Environment of Business,3,3,,,,MGMT-203
MGMT-205 Business Ethics (3) opens a new window," MGMT-205 Business Ethics (3)This course enables students to identify, critically evaluate, and respond creatively to the ethical dilemmas confronting business, whether as an employee, consumer, supplier, investor, government representative, media reporter, NGO, or other stakeholder. Through readings, lectures, case studies, and class discussions, students learn how to approach ethical questions about business decision making and behavior.AU Core Habits of Mind: Ethical Reasoning.  | ",MGMT,205,Business Ethics,3,3,,,,MGMT-205
MGMT-230 Global Sustainability (3) opens a new window," MGMT-230 Global Sustainability (3)This course provides an interdisciplinary view of how public and private actors are responding to the challenges and opportunities of global sustainability. The course focuses on the role of sustainability in the competitive strategies of global businesses, the impact of technological shifts in international corporate approaches to sustainability, and the rising importance of sustainability in the private-public agenda. Usually Offered: fall and spring.Grading: A-F only. | ",MGMT,230,Global Sustainability,3,3,fall and spring,A-F only,,MGMT-230
MGMT-294 Community Service-Learning Project (1) opens a new window,MGMT-294 Community Service-Learning Project (1) Grading: Pass/Fail only. Permission: instructor and Center for Leadership and Community Engagement. |,MGMT,294,Community Service-Learning Project,1,1,,Pass/Fail only,,MGMT-294
MGMT-296 Selected Topics: Non-Recurring (1-6) opens a new window,MGMT-296 Selected Topics: Non-Recurring (1-6) Topics vary by section. Repeatable for credit with different topic.  |,MGMT,296,Selected Topics: Non-Recurring,1,6,,,,MGMT-296
MGMT-301 The Entertainment Industry: Structure and Business Models (3) opens a new window," MGMT-301 The Entertainment Industry: Structure and Business Models (3)Examines the traditional structures of the music, film, television, publishing, and video game industries, their prior business models, and those that are currently emerging. Students also research new and emerging technologies and discuss what impact they may have on the future of content creation and delivery.  | ",MGMT,301,The Entertainment Industry: Structure and Business Models,3,3,,,,MGMT-301
MGMT-305 Music Publishing and Copyright (3) opens a new window," MGMT-305 Music Publishing and Copyright (3)This course provides an introduction to the basics of the rights that composers and lyricists receive under U.S. Copyright Law and the role of the music publisher in popularizing songs. Students study sampling and attempt to create model licensing agreements for the use of samples. Students also learn about the use of songs in motion pictures, video games, television programs, and commercials. Given the dramatic change in the nature of publishing rights and many current events of interest, the course also examines critical cases that may affect the rights of composers, lyricists, and publishers in the coming years.Prerequisite: MGMT-301 .  | ",MGMT,305,Music Publishing and Copyright,3,3,,,,MGMT-305
MGMT-353 Management and Organizational Behavior (3) opens a new window," MGMT-353 Management and Organizational Behavior (3)Current management and organizational behavior practice and research. This course provides a broad framework and skills for managers in a variety of contexts, including organizational goals and responsibilities; models; decision theory; planning; control; motivation; leadership; group behavior; team skills intensive; conflict; and organizational change. AU Core Integrative Requirement: Diversity and Equity. Prerequisite: completion of 45 credit hours. Restriction: Registration not allowed in both MGMT-353 and KSB-212 . Note: Students may not receive credit toward a degree for both MGMT-353 and KSB-212 .  | ",MGMT,353,Management and Organizational Behavior,3,3,,,Students may not receive credit toward a degree for both MGMT-353 and KSB-212 ,MGMT-353
MGMT-355 Women in Organization Leadership (3) opens a new window," MGMT-355 Women in Organization Leadership (3)While leadership is key to organizational success, women are not always equally represented. In this course students examine gender role differences in leadership areas such as negotiation, communication, perception, workforce re-entry, and conflict management. Students learn leadership foundations and equity considerations through readings, case studies, guest lectures, and assignments applied to various career stages and sectors including corporate, entrepreneurship, and government. Students evaluate what leads to women’s leadership success and lessons learned from leadership breakdowns. AU Core Integrative Requirement: Diversity and Equity. | ",MGMT,355,Women in Organization Leadership,3,3,,,,MGMT-355
MGMT-360 Social Purpose Innovation and Entrepreneurship (3) opens a new window," MGMT-360 Social Purpose Innovation and Entrepreneurship (3)This course gives students from all disciplines the vision and tools to become part of the social purpose revolution. Today many nonprofits and businesses share common social change goals and methodologies. Both need workers who not only see societal problems differently but also have the practical skills to create new social-purpose projects and ventures. This is the realm of social entrepreneurship which employs strategies from the high-tech space to fuel innovation in nonprofits, business, and government. In this class students become changemakers by using entrepreneurship methodologies to create their own mission-based, social ventures while interacting with social impact leaders in DC and learning about the vast social impact ecosystem.Prerequisite: junior standing.  | ",MGMT,360,Social Purpose Innovation and Entrepreneurship,3,3,,,,MGMT-360
MGMT-361 Global Entrepreneurship and Micro Enterprises (3) opens a new window," MGMT-361 Global Entrepreneurship and Micro Enterprises (3)Entrepreneurship is a driving and dynamic force in developed, developing, and less developed counties around the world. This course explores the complex considerations in developing, starting, and growing an entrepreneurship enterprise in multiple contexts and cultures. The utilization of alternative entrepreneurship and micro ventures strategies are also explored.Prerequisite: junior standing.  | ",MGMT,361,Global Entrepreneurship and Micro Enterprises,3,3,,,,MGMT-361
MGMT-380 Introduction to Entrepreneurship: Foundations for Success (3) opens a new window," MGMT-380 Introduction to Entrepreneurship: Foundations for Success (3)This foundation course helps students develop an understanding of the impact of entrepreneurship in business, government and society and an awareness of the mindset and skills entrepreneurs develop to build companies from ideas to inventions to successful innovations. Students examine the relationship of innovation and entrepreneurship, case histories of successful companies built by passionate entrepreneurs and the use of modern customer-centered practices used to define and develop startup companies.  | ",MGMT,380,Introduction to Entrepreneurship: Foundations for Success,3,3,,,,MGMT-380
MGMT-381 Managing Human Capital (3) opens a new window," MGMT-381 Managing Human Capital (3)This course introduces the strategic and functional role of human resource management in organizations, including personnel functions such as recruitment, selection, training, performance appraisal, and compensation. Additionally, students gain an appreciation for organizational and legal constraints affecting managers in private, public, and not-for-profit organizations.Prerequisite: junior standing.  | ",MGMT,381,Managing Human Capital,3,3,,,,MGMT-381
MGMT-382 Entrepreneurship for Innovation: Starting a Company (3) opens a new window," MGMT-382 Entrepreneurship for Innovation: Starting a Company (3)Becoming an entrepreneur aligns every aspect of business from strategy to product development, marketing, finance, accounting, and sales. Startups learn that success means beginning with identifying services or products that are desirable to customers, feasible, and financially viable. In this experiential learning course, students apply business model techniques to simulate an actual startup business. Student teams use technologies provided by federal laboratories or their own business startup ideas to define a product for a commercial market. Students interview potential customers, identify specific user problems and needs, create and test rapid prototypes, analyze and select distribution channels and define and test pricing. Students then determine key internal resources and activities, specify strategic partners and build simple financial forecasts before presenting their comprehensive business model at the end of the semester.Prerequisite: junior standing or MGMT-380 .  | ",MGMT,382,Entrepreneurship for Innovation: Starting a Company,3,3,,,,MGMT-382
MGMT-390 Independent Reading Course in Management (1-3) opens a new window,MGMT-390 Independent Reading Course in Management (1-3) Grading: IP-eligible. Permission: instructor and department chair.  |,MGMT,390,Independent Reading Course in Management,1,3,,IP-eligible,,MGMT-390
MGMT-391 Internship in Management (1-6) opens a new window,MGMT-391 Internship in Management (1-6)Provides students with the opportunity to blend practical business work experience with academic study. The academic workload varies depending on the internship credit to be earned. Grading: IP-eligible. Prerequisite: KSB-101  and MGMT-353 .Permission: instructor.  |,MGMT,391,Internship in Management,1,6,,IP-eligible,,MGMT-391
MGMT-394 Community Service-Learning Project (1) opens a new window,MGMT-394 Community Service-Learning Project (1) Grading: Pass/Fail only. Permission: instructor and Center for Leadership and Community Engagement. |,MGMT,394,Community Service-Learning Project,1,1,,Pass/Fail only,,MGMT-394
MGMT-396 Selected Topics: Non-Recurring (1-6) opens a new window,MGMT-396 Selected Topics: Non-Recurring (1-6) Topics vary by section. Repeatable for credit with different topic.  |,MGMT,396,Selected Topics: Non-Recurring,1,6,,,,MGMT-396
MGMT-402 Entertainment Law (3) opens a new window," MGMT-402 Entertainment Law (3)Behind every television program, motion picture, or recording lies a complex series of legal agreements, which cover acquisition of rights, engaging talent, use of recordings on television, and much more. This course examines legal issues specific to and important for the entertainment industry, including legal aspects of contractual structures common in the industry, the law of intellectual property, and the major regulatory laws affecting the industry.Crosslist: MGMT-602 .Prerequisite: ACCT-245 , MGMT-203 , or MGMT-301 .  | ",MGMT,402,Entertainment Law,3,3,,,,MGMT-402
MGMT-403 Representing Talent (3) opens a new window," MGMT-403 Representing Talent (3)Examines the crucial role that agents, managers, and lawyers play in the careers of athletes and entertainers. Addresses questions including how to become a manager or agent; the legal structures in place to protect artists and athletes from unscrupulous managers and agents; specific requirements of sports leagues, unions, and guilds for agents who represent talent; and what happens when talent wants to fire an agent or manager. Students look at key legal cases, examine management and talent agency agreements, and learn more about the practice in both sports and entertainment. Additionally, students work with regional recording artists by preparing assessments and marketing and promotion plans for them, as well as other tasks as required.Prerequisite: MGMT-301 .  | ",MGMT,403,Representing Talent,3,3,,,,MGMT-403
MGMT-404 Protecting the Creative Class in the Face of Technological Innovation (3) opens a new window," MGMT-404 Protecting the Creative Class in the Face of Technological Innovation (3)Richard Florida defines the creative class as composed of scientists, engineers, university professors, poets, architects, and people in design, education, arts, music, and entertainment, whose economic function is to create new ideas, new technology and/or creative content. Technology changes have dramatically affected the way that consumers interact with entertainment media and content. Students examine these seismic shifts in the creation and distribution of motion pictures, television programming, music, and printed works. The course emphasizes the vast technological and societal changes that have affected songwriters, recording artists, film and television studios, and other content creators in the creative class.Crosslist: MGMT-604 .  | ",MGMT,404,Protecting the Creative Class in the Face of Technological Innovation,3,3,,,,MGMT-404
MGMT-409 Leading High Performance Teams (3) opens a new window," MGMT-409 Leading High Performance Teams (3)Modern organizations demand synergistic results from collaborative workforce structures. This course teaches specific techniques for leading work teams to augment multiple performance outcomes. Students gain both an explicit and an experiential understanding of team management in business organizations, both as a member and as a supervisor.Prerequisite: junior standing.  | ",MGMT,409,Leading High Performance Teams,3,3,,,,MGMT-409
MGMT-417 Sustainability Systems and Innovation (3) opens a new window," MGMT-417 Sustainability Systems and Innovation (3)This course allows students to develop a critical understanding of market/non-market challenges and opportunities that relate to the concept of global sustainability across three primary tracks: business, science, and policy. Using a sustainability systems lens, the course provides a foundational background that focuses on the major actors, interests, and challenges in sustainability and their interplay with innovation, and related legal and regulatory principles.Crosslist: MGMT-617 .  | ",MGMT,417,Sustainability Systems and Innovation,3,3,,,,MGMT-417
MGMT-442 Sustainable Products and Purchasing (3) opens a new window," MGMT-442 Sustainable Products and Purchasing (3)Sustainability is now a significant business driver, posing new challenges to businesses and offering opportunities for innovation. Regulatory-induced and voluntary management initiatives are stimulating improvements across the entire product lifecycle, from design through the supply chain to end users, and the creation of new markets for end of life materials. This course provides students with an understanding of how sustainability efforts impact product design, marketing, procurement, and overall products life cycle management. The course also examines the impacts of these changes on daily life and society.Crosslist: MGMT-642 . Grading: A-F only. Prerequisite: MKTG-300 .  | ",MGMT,442,Sustainable Products and Purchasing,3,3,,A-F only,,MGMT-442
"MGMT-443 Water, Energy and Sustainable Enterprise (3) opens a new window"," MGMT-443 Water, Energy and Sustainable Enterprise (3)This course explores the social, political, economic, and business aspects of water; the nexus between water and energy; and the impact of these forces on enterprise. Through case studies, group projects, technology tours, and meetings with government and business leaders, students learn about global water challenges and develop strategic frameworks for addressing them. Topics include water reuse and sustainability, water policy, corporate responsibilities and strategies for investing in the water sector.Crosslist: MGMT-643 . Grading: A-F only. Prerequisite: junior standing.  | ",MGMT,443,"Water, Energy and Sustainable Enterprise ",3,3,,A-F only,,MGMT-443
MGMT-444 Managing for Climate Change (3) opens a new window," MGMT-444 Managing for Climate Change (3)Climate change is a dominant factor driving organizations to integrate sustainability into their planning and operations. This course covers the topics that prepare sustainability executives, sustainability consultants, and sustainability employee team members to reduce a large organization’s carbon footprint, including greenhouse gas inventories, climate planning, conservation and efficiency, onsite and commercial scale renewable energy, carbon offsets, and climate reporting.Crosslist: MGMT-644 . Grading: A-F Only. Prerequisite: junior standing.  | ",MGMT,444,Managing for Climate Change,3,3,,A-F Only,,MGMT-444
MGMT-458 Strategic Management (3) opens a new window," MGMT-458 Strategic Management (3)This capstone course enables students to integrate and synthesize knowledge acquired in functional areas of business and simulate management experiences. Methods employed for simulating a management environment include case studies, computerized management problems, and semester-long projects working on unstructured organizational problems. AU Core Integrative Requirement: Capstone. Prerequisite: ACCT-241 , FIN-365 , IBUS-300 , MGMT-353 , and MKTG-300 . Prerequisite/Concurrent: ITEC-355 .Restriction: Registration not allowed in both MGMT-458 and KSB-421 . Note: Students may not receive credit toward a degree for both MGMT-458 and KSB-421 .  | ",MGMT,458,Strategic Management,3,3,,,Students may not receive credit toward a degree for both MGMT-458 and KSB-421 ,MGMT-458
MGMT-465 Negotiation (3) opens a new window," MGMT-465 Negotiation (3)This course is designed to improve negotiating skills in all phases of the negotiating process through understanding prescriptive and descriptive negotiation theory as it applies to personal and professional negotiations. In-class simulations and out-of-class assignments are employed to introduce negotiation concepts in a variety of contexts, including one-on-one, multi-party, cross-cultural, third-party, and team negotiations.Crosslist: MGMT-665 .Prerequisite: junior standing.  | ",MGMT,465,Negotiation,3,3,,,,MGMT-465
"MGMT-469 New Venture Startup: Operational, Financial, and Legal Strategies (3) opens a new window"," MGMT-469 New Venture Startup: Operational, Financial, and Legal Strategies (3)Entrepreneurship new venture startup implementation depends on critical operational, financial, and legal strategies and execution. This course focuses on these important components of an entrepreneurial business plan implementation and running the business or nonprofit new venture and their practical implementation.Crosslist: MGMT-669 .Prerequisite: junior standing.  | ",MGMT,469,"New Venture Startup: Operational, Financial, and Legal Strategies ",3,3,,,,MGMT-469
MGMT-471 Peace through Entrepreneurship and Global Business Practicum (3) opens a new window," MGMT-471 Peace through Entrepreneurship and Global Business Practicum (3)The course has three major components: experiential learning in which students work in teams to assist entrepreneurs in post-conflict regions to develop their business plans; seminars led by guest speakers with on-the-ground experience with entrepreneurship, global business, and economic development in post-conflict areas; and a guided research component wherein students choose a specific topic within the spectrum of peace through commerce issues.Crosslist: IBUS-471 , IBUS-671 , and MGMT-671 .  | ",MGMT,471,Peace through Entrepreneurship and Global Business Practicum,3,3,,,,MGMT-471
MGMT-472 Advanced Issues in Entertainment Industry (3) opens a new window,MGMT-472 Advanced Issues in Entertainment Industry (3)The course provides an in-depth look at the roles of various functional units in entertainment companies and the evolving disruptive trends of digital transformation in the delivery and monetization of content. The course features a semester-long project involving the production or promotion of an event or the creation of significant content.Prerequisite: MGMT-301  or MGMT-403 .Note: May include site visits to entertainment companies.  |,MGMT,472,Advanced Issues in Entertainment Industry,3,3,,,May include site visits to entertainment companies,MGMT-472
MGMT-478 Blockchain Applications (3) opens a new window," MGMT-478 Blockchain Applications (3)This course provides students with a clear understanding, through experiential learning, of blockchain, combined with other emerging technologies (e.g., artificial intelligence, machine learning, etc.), applications, and implementations in the global digital ecosystem. The course explores the implications of this technology for different types of organizations such as governments, multinationals, international development organizations, and other institutions. It also delves into use cases in the social impact arena such as identity, land titling, and combatting fraud in aid distribution, amongst many others. It does all of this by combining the study of what blockchain is and what it can do with experiential learning. Topics include blockchain fundamentals, the value proposition to different stakeholders, barriers to implementation, and the impact of blockchain on existing business processes, as well as myriad societal processes.Crosslist: ITEC-478 , ITEC-678 , and MGMT-678 .  | ",MGMT,478,Blockchain Applications,3,3,,,,MGMT-478
MGMT-483 Entrepreneurship Business Plans: Creating and Launching Ventures (3) opens a new window," MGMT-483 Entrepreneurship Business Plans: Creating and Launching Ventures (3)This course helps students understand the principles for developing entrepreneurial business plans to successfully create, launch, and manage a new venture. Students gain an appreciation for the challenges of creating a venture and an understanding of the elements of a business plan as well as learning how to distinguish good ideas from good opportunities and developing a formal business plan to raise required resources. The course examines the driving forces that play a role in planning and setting up a business.Crosslist: MGMT-683 .   | ",MGMT,483,Entrepreneurship Business Plans: Creating and Launching Ventures,3,3,,,,MGMT-483
MGMT-484 Consulting and Project Management (3) opens a new window," MGMT-484 Consulting and Project Management (3)This course provides critical skills for consulting and project management in business, government, and other organizations. It covers all dimensions of successful management consulting projects, developing and managing client relationships, project definition, building a project team, planning, analytical tools and risk analysis, project politics and communication, and managing ongoing projects.Prerequisite: MGMT-353 .  | ",MGMT,484,Consulting and Project Management,3,3,,,,MGMT-484
